	V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13
817	-0.3	-1.5	-0.7	0.2	0.5	-0.3	-0.5	-0.4	-0.3	-0.1	0.7	0.4	-0.3
818	-1.2	-1.1	-1.4	-0.7	-0.1	0.1	-0.8	-0.4	0.5	0.1	1.5	1.1	-0.7
819	-0.3	-1.1	-0.8	-0.3	0.5	-0.4	-0.6	-0.4	-0.3	4.44E-16	1.3	0.5	-0.3
820	-0.8	-1.3	-0.1	-0.2	0.4	0.9	-1	-0.3	0.4	-1.1	1.4	-0.1	-0.6
821	-0.1	-1.3	-1.2	-0.4	0.7	-0.7	-0.1	-1.1	0.6	-0.4	1.9	0.8	-0.7
822	-0.4	-0.8	-0.9	-0.5	0.2	-0.4	-0.5	-0.4	-0.3	-0.1	1.4	0.8	-0.6
823	-0.2	-1.3	-0.7	-0.2	0.1	-0.4	-0.5	-0.3	-0.3	-0.2	1.3	0.7	-0.4
824	-0.5	-1.4	-0.3	0.3	0.3	-0.4	-0.6	-0.2	-0.1	4.44E-16	0.9	0.1	-0.9
825	-0.4	-1	-0.5	0.8	0.6	-0.6	-0.2	-1.2	-0.3	0.1	1.1	-0.2	-0.2
826	0.1	-1.4	-0.8	-0.1	0.3	-0.4	-0.1	-1.1	0.2	4.44E-16	1.6	0.4	-0.4
827	-0.2	-1	-1.7	0.1	0.1	-0.1	-0.5	-0.7	0.1	0	1	1.1	-0.4
828	-0.3	-1.4	-0.5	-0.1	0.2	-0.3	-0.7	-0.4	-0.3	0.2	1.8	-0.3	-0.5
829	-0.2	-1.1	-0.4	0.1	0.2	-0.4	-0.6	-0.3	-0.3	-0.1	1	-0.1	-0.4
830	-0.4	-1.6	-0.8	4.44E-16	0.6	-0.4	-0.4	-0.5	-0.4	-0.3	1.7	0.7	-8.88E-16
831	-0.3	-0.9	-0.9	0	0.6	-0.3	-0.7	-0.5	-0.7	1.2	1.3	-0.3	-0.8
832	-0.4	-1.4	-0.5	0.2	0.5	-0.4	-0.4	-0.4	-0.5	-0.4	1.3	0.4	-0.5
833	-8.88E-16	-1.5	-0.9	-0.6	0.2	-0.4	-0.7	-0.1	-0.3	-0.1	1.7	0.7	-0.8
834	-0.1	-1	-0.7	0.3	0.2	-0.3	-0.6	-0.4	-0.2	-0.2	1.5	0.5	-0.5
835	-0.1	-1.4	-0.8	-0.2	0.2	-0.4	-0.3	-0.4	-0.1	-0.1	0.9	0.8	-0.4
836	-0.3	-0.9	-0.5	-0.3	0.2	-0.4	-0.5	-0.6	-0.2	0	1.9	-0.3	-0.5
837	-0.7	-1.2	-1.3	-0.6	0.3	-0.5	-0.6	-0.3	-0.3	-0.1	1.7	0.9	-0.6
838	-0.5	-1.1	-0.5	-0.1	0.5	-0.3	-0.4	-0.4	0.4	-0.6	1.3	-0.4	-0.4
839	-0.5	-1	-0.4	0.2	0.4	-0.4	-0.3	-0.3	0	-0.4	0.7	-0.1	-0.6
840	-0.3	-1	-0.2	0.4	0.6	-0.2	-0.8	-0.4	-0.3	-0.3	0.9	0.1	-0.4
841	-0.4	-1.5	-2	-0.7	0.6	0.1	-1.1	-0.6	-0.2	-0.4	2.3	0.9	-0.2
842	-0.3	-1	-1.4	0.1	0.4	-0.2	-0.8	0	-0.7	-0.2	1.9	0.7	-0.5
843	-0.3	-1	-0.5	0.1	0.2	-0.4	-0.4	-0.4	-0.2	-0.1	1.3	0.7	-0.5
844	-0.7	-1.3	-0.6	0	1	-0.6	-0.3	-0.5	-1	0.1	1	-0.2	-0.2
845	-0.5	-1	-0.5	0.1	0.4	-0.2	-0.6	-0.4	-0.3	4.44E-16	1	0.3	-0.4
846	-0.7	-1.1	-0.7	8.88E-16	0	-0.3	-0.5	-0.4	-0.2	-0.2	1.3	0.4	-0.4
847	-0.3	-1.1	-0.6	0.2	0.4	-0.2	-0.8	0	-0.2	-0.4	1.1	0.9	-0.4
848	-4.44E-16	-1.2	-0.1	-0.2	0.2	-0.4	-0.6	-0.2	-0.2	-0.1	1	0.4	-0.6
849	-0.6	-1.2	-1.3	-0.7	0.3	-0.3	-0.4	-0.7	-0.1	4.44E-16	1.8	0.6	-0.4
850	-0.1	-1	-0.9	0.2	0.4	-0.4	-0.7	-0.2	-0.3	-0.1	1.4	0.3	-0.5
851	-0.3	-1	-0.8	4.44E-16	0.7	-0.4	-0.6	-0.3	-0.2	-0.4	1.1	0.4	-0.3
852	-0.5	-0.9	-0.9	-0.7	0.5	-0.5	-0.4	-0.5	-0.2	0.1	2.4	0.5	-0.4
853	-0.3	-1.1	-0.5	0.4	0.5	-0.3	-0.5	-0.2	-0.7	0.5	1.4	-0.5	-0.5
854	0.1	-0.8	-0.5	-0.1	0.3	-0.7	-0.5	-0.3	-0.4	-0.2	1	0.5	-0.4
855	-1.1	-1.2	-0.9	-0.1	0.4	-0.3	-0.6	-0.4	-0.2	0.5	1.6	0.1	-0.6
856	-0.7	-1.1	-1.1	0.4	0.3	-0.3	-0.3	-0.2	-0.5	0.5	0.9	0.7	-0.6
857	-0.4	-1	-0.7	0.1	0.3	-0.2	-0.8	-0.3	-0.2	0.1	0.6	0.1	-0.4
858	-0.2	-0.8	-0.9	0.2	0.5	-0.5	-0.8	-0.4	-0.1	-0.1	1	0.5	-0.4
859	-0.5	-1.4	-0.5	0.2	0.3	-0.1	-0.9	-0.5	0.1	-0.2	1.4	0.2	-0.5
860	-0.3	-1.8	-0.3	0.1	0.2	-0.3	-0.6	-0.3	0	-0.3	1.7	-0.1	-1
861	-0.3	-1.1	-0.6	0.1	0.4	-0.3	-0.4	-0.4	-0.2	-0.3	1	0.3	-0.5
862	-0.3	-1.2	-0.4	-0.1	0.2	0.3	-1.2	-0.4	0.2	-0.6	0.9	0.6	-0.5
863	-0.5	-1	-0.5	0.2	0.6	-0.5	-0.4	0.2	-0.2	4.44E-16	0.4	0.2	-0.4
864	-0.2	-1	-0.6	0.1	0.2	-0.4	-0.7	-0.2	0	0	1.3	-0.3	-0.6
865	-0.4	-1.1	-0.4	0	0.4	-0.3	-0.4	-0.4	0.1	-0.3	1	0.1	-0.4
866	-0.1	-0.9	-0.4	0.2	0.5	-0.4	-0.5	-0.7	-0.5	0.4	1.7	-0.3	-1
867	-0.7	-0.9	-0.7	-0.3	0.7	-0.3	-0.7	-0.5	-0.3	4.44E-16	1.4	0.6	-0.5
868	-0.1	-0.8	-1	0	0.1	-0.1	-0.7	-0.4	-0.3	4.44E-16	1	0.6	-0.6
869	-0.4	-1	-1	-0.3	0.4	-0.4	-0.7	-0.3	-0.4	-0.2	1.7	0.6	-0.4
870	-0.3	-1.2	-0.8	0.2	0.7	-0.2	-0.5	-0.5	-0.1	0.5	0.7	-0.5	-0.8
871	-0.3	-1.2	-0.2	4.44E-16	0.3	-0.3	-0.7	-0.2	-0.2	4.44E-16	1.1	0.5	-0.5
872	-0.3	-1	-0.6	0.1	0.6	-0.5	-0.7	-0.4	-0.3	-0.1	1.4	0.4	-0.3
873	-0.4	-1.1	-0.3	0.4	0.9	-0.3	-0.8	-0.6	-0.1	-0.5	1	-0.3	-0.3
874	-0.3	-1	-1.4	-0.9	0.6	-0.7	-0.2	-0.8	-0.1	0.1	2.7	0	-0.5
875	-0.2	-1	-0.5	0.3	0.2	-0.1	-0.5	-0.4	-0.4	-0.2	0.8	0.1	-0.4
876	-0.5	-0.9	-0.7	0.1	0.3	-0.2	-0.7	-0.6	-0.3	0.3	1.1	0.9	-0.6
877	-0.5	-1.3	-0.7	0.1	0.4	-0.4	-0.6	0.2	-0.9	0.5	0.8	0.2	-0.6
878	-0.6	-1.1	-0.4	0.1	0.5	-0.3	-0.4	1	-1.8	0	1	0.1	-0.3
879	-0.4	-1.2	-0.8	0.2	0.3	-0.3	-0.6	-0.1	0	-0.2	1	0.3	-0.4
880	-0.4	-1.2	-1.1	-0.1	0.6	-0.4	-0.5	-0.5	-0.2	-0.2	1.4	0.7	-0.5
881	-0.3	-0.9	-0.9	-0.2	0.2	-0.2	-0.5	-0.4	-0.1	0.1	0.8	0.6	-0.3
882	-0.4	-1.1	-0.5	8.88E-16	1	-0.2	-0.9	-0.7	-0.3	0.1	1.2	-0.1	-0.5
883	-0.4	-1.4	-8.88E-16	0.2	0.1	-0.4	-0.7	-0.2	-0.2	-0.1	1	0.3	-0.7
884	-0.6	-1.3	-1.3	-0.8	0.8	-0.4	-0.7	-0.6	-0.2	0.1	2.1	0.9	-0.8
885	-0.3	-1	-0.3	0.1	0.4	-0.3	-0.4	-0.5	-0.1	0.3	0.9	8.88E-16	-0.7
886	-0.1	-1.7	-0.8	-0.5	0.2	-0.5	-0.6	-0.2	-0.3	4.44E-16	1.1	1.4	-0.8
887	0	-1	-0.6	-0.1	0.3	-0.5	-0.6	-0.5	-0.2	-0.3	1.3	0.7	-0.5
888	-0.5	-1.2	-0.4	0.4	1.1	0.2	-1.3	-0.9	-0.7	4.44E-16	0.8	1.1	-0.4
889	0.1	-1.6	-1	0.8	0.9	-0.1	-1.3	-0.5	-0.5	-0.4	0.7	0.7	-0.5
890	-0.3	-1.1	-0.8	0.1	0.6	0.6	-1.7	-0.7	-0.6	-0.1	0.7	1.5	-0.4
891	0	-1.2	-0.1	0.2	0.3	0.1	-1	-0.6	-0.3	0	0.7	0.3	0.4
892	-0.1	-1	-0.4	0.3	0.3	-4.44E-16	-0.8	-0.5	-0.2	0	0.8	0.9	-0.1
893	0	-1.3	-0.5	0.3	0.6	-0.3	-0.9	-0.6	-0.3	4.44E-16	0.7	1.6	-0.5
894	-0.2	-1	-0.9	0.4	0.2	0.2	-1	-0.7	0.1	0.1	0.7	0.5	-0.1
895	-0.2	-0.9	-0.6	0.2	0.7	0.7	-1.8	-0.6	-0.2	-0.3	0.9	0	-0.3
896	-0.3	-0.8	-0.2	0.6	-0.1	-0.1	-0.7	-1.3	-0.2	0.2	0.9	1	-0.3
897	-0.2	-1.1	-0.3	0.4	0.4	0.5	-1.1	-1	-0.2	-0.5	0.9	0.5	0.4
898	-0.2	-1	-0.6	0.4	0.6	0.2	-1.3	-0.7	-0.3	-0.1	0.6	0.6	-0.3
899	-0.2	-0.7	-0.6	0.5	4.44E-16	0.2	-0.8	-0.7	-0.1	4.44E-16	0.6	0.1	-4.44E-16
900	-0.1	-0.5	-0.3	0.2	0	0.2	-0.4	-0.9	0.2	-0.4	0.6	-0.1	-0.2
901	-0.3	-1	-0.4	0.1	0.7	0	-1.3	-0.6	-0.2	-0.1	0.8	1.6	-0.5
902	-0.1	-0.9	-0.5	0.4	0.5	-4.44E-16	-1	-0.5	0	-0.1	1.4	0.5	-0.4
903	-0.6	-1.4	-0.4	1.6	1	0	-1.2	-1.2	-0.2	0.1	0.6	1.4	-1.1
904	-0.4	-0.7	-0.4	0.5	0.1	0.2	-0.6	-0.5	-0.4	4.44E-16	0.7	-0.1	-0.1
905	-0.3	-0.8	-0.6	0.4	0.6	0.1	-1.1	-0.7	-0.3	0.6	0.7	0	-0.3
906	-0.2	-1.1	-0.5	0.6	0.5	0.1	-0.9	-0.7	-0.4	-0.1	0.6	1.1	-0.4
907	-0.3	-0.4	-0.6	0.2	0.5	-0.1	-0.7	-0.7	-0.2	0.3	0.6	0.8	-0.5
908	-0.4	-1.2	-0.8	0.3	0.8	-0.4	-1.2	-0.4	-0.4	-0.1	0.7	2.2	-0.5
909	-0.3	-1.6	-0.9	4.44E-16	1.5	-0.5	-0.6	-0.7	-0.6	-0.2	0.3	1.2	-0.1
910	-0.5	-0.9	-0.7	0.5	0.8	-0.1	-0.8	-0.9	-0.4	-0.1	0.6	0.4	-0.4
911	-4.44E-16	-0.9	-0.6	0.3	0.1	2.3	-2.6	-0.8	-0.1	4.44E-16	0.6	0.9	-0.3
912	0	-1.8	-0.8	0.4	0.5	0.8	-0.9	-1	-0.1	0.1	0.2	1.1	0.1
913	-0.1	-0.8	-0.4	0.4	0.3	0.1	-0.8	-0.5	-0.2	4.44E-16	0.5	0.7	0
914	-0.2	-0.9	-0.5	0.4	-0.1	0.1	-0.8	-0.5	-0.1	0.1	0.6	0.1	-0.1
915	-0.2	-0.6	-0.6	0.4	0.4	-4.44E-16	-1	-0.5	-0.2	-0.1	0.6	0.2	-0.2
916	-0.2	-0.9	-0.4	0.4	0.5	0.1	-0.8	-0.5	-0.3	-0.1	0.5	0.4	-0.2
917	-0.1	-1.6	-0.8	0.5	1.9	-0.6	-1.4	-0.8	-0.6	-0.3	0.8	1	-0.6
918	-0.7	-1.1	-0.8	0.4	0.5	-0.2	-0.7	-0.7	-0.4	-0.1	0.2	2.4	-0.8
919	0.1	-0.9	-0.6	0.4	4.44E-16	-4.44E-16	-0.6	-0.6	-0.1	4.44E-16	0.5	0.4	-0.2
920	-0.3	-0.8	-0.2	4.44E-16	0	0	-1	-0.6	0	0.5	0.6	0.5	0.4
921	-0.1	-0.6	-0.6	0.4	0.3	0.1	-0.9	-0.5	-0.1	0.3	0.3	0.5	-0.3
922	0.1	-0.8	-0.3	0.5	0.2	0.1	-0.8	-0.7	-0.2	4.44E-16	0.6	-0.1	0
923	-4.44E-16	-0.7	-0.1	0.1	0.1	0.3	-0.7	-0.7	0.2	-0.3	1.2	-0.4	-0.1
924	-0.2	-0.9	-1.1	0.3	0.4	0.8	-0.7	-1.2	-0.2	0.1	0.9	0.5	-0.4
925	-0.2	-0.7	-0.4	0.4	0	0.3	-0.5	-0.8	0	-0.1	0.4	-0.7	-4.44E-16
926	-0.1	-0.6	-0.3	0.5	4.44E-16	0.2	-0.8	-0.7	-0.2	0.1	0.7	0.3	0.3
927	-0.2	-0.9	-0.4	0.5	0.3	0.4	-0.9	-0.5	0.4	-0.3	0.3	0.1	-0.9
928	-0.3	-0.6	-0.3	0.3	0.5	0.1	-0.7	-0.6	-0.4	0	0.6	0	-0.2
929	-0.4	-0.8	-0.5	0.4	0.2	0.3	-1.2	-0.8	-0.2	0.2	0.8	-0.2	0.3
930	0.3	-1.8	-1.2	1	0.8	0.1	-1.4	-1.2	-0.1	0.2	1.1	-0.1	-0.3
931	0.2	-1.7	-1.3	0.6	0.5	0	-1	-0.9	0	8.88E-16	0.9	0.5	-0.4
932	-0.1	-0.4	-0.8	0.3	0	0.3	-0.7	-0.5	0.5	0.1	2.6	-0.3	-0.8
933	-0.1	-1.1	-0.4	0.5	0.6	-0.2	-0.9	-0.5	-0.4	-0.2	0.5	0.2	-0.3
934	-0.1	-0.7	-0.5	0.4	0.2	0.1	-0.7	-0.6	-0.2	-0.2	0.7	0.1	0
935	-0.1	-1.2	-0.5	0.5	0.2	0.1	-0.9	-0.7	-0.3	4.44E-16	0.8	1	0.1
936	0.1	-0.8	-0.3	0.3	0.1	0.6	-1.2	-0.6	-0.5	0.5	0.6	0.5	-0.3
937	-0.4	-0.5	-1.1	0.2	0.5	-0.1	-1	-0.6	-0.5	-0.3	0.9	0.5	-0.2
938	0	-0.7	-0.2	0.1	-0.2	0.3	-0.8	-0.1	-0.4	0.1	0.8	0.5	-0.2
939	0	-1.7	-1	0.3	0.4	-0.1	-0.9	-0.5	-0.3	0	0.5	0.7	-0.4
940	-1.2	-1	-0.5	0.4	0.4	0.4	-1.3	-0.9	-0.1	-0.1	1	-0.1	-0.4
941	0.1	-3.1	-0.8	0.8	1	-0.3	-1.1	-1.1	-0.2	-0.1	1.5	1.2	-0.8
942	-0.3	-0.6	-0.5	0.3	0	0.7	-0.7	-0.9	-0.1	-0.1	0.8	-0.4	0.3
943	-0.4	-1.1	-0.8	0.4	0.7	0	-1.2	-0.7	-0.4	-0.1	0.8	0.7	-0.3
944	-0.2	-0.9	-0.4	0.4	0.7	-0.3	-0.8	-0.6	-0.1	-0.1	0.5	0.4	-0.6
945	-0.1	-1	-0.4	0.3	0.6	0.2	-1.1	-0.6	0	0	0.5	0.4	-0.8
946	-0.1	-1.1	-0.6	0.4	0.2	0.1	-1	-0.6	-0.1	0.1	0.7	0.3	-0.3
947	-0.3	-0.7	-0.5	0.4	0.2	0	-1	-0.4	-0.2	0	0.7	0.4	-0.2
948	0.3	-2.1	-1.1	0.7	0.8	-0.6	-0.8	-0.7	-0.3	-0.1	1	0.7	-0.5
949	0.2	-0.9	-0.3	0.9	0.2	0.1	-0.9	-0.7	0.1	0.2	2.3	-2	-0.3
950	-0.2	-0.9	-0.4	0.4	0.6	0	-1.2	-0.6	-0.2	-0.4	0.6	0.7	0.1
951	-0.4	-1.4	-0.6	0.1	0.2	0.3	-0.8	-1.2	-0.1	0.4	0.8	0.2	-0.2
952	-4.44E-16	-0.5	-0.6	0.9	0.2	-0.1	-0.7	-0.6	-0.2	4.44E-16	0.6	-0.2	0.1
953	-0.1	-0.9	-0.6	0.5	0.3	-0.2	-0.8	-0.5	-0.1	4.44E-16	0.5	0.2	-0.2
954	-0.5	-1	-0.8	0.5	0.7	0	-0.6	-0.9	-0.6	-0.2	0.7	1.8	-0.5
955	0	-0.5	-0.8	0.7	0	0.1	-0.7	-0.5	0	0	0.5	0.6	0.1
956	-0.1	-0.7	-0.5	0.4	0.2	0.3	-0.8	-0.7	-0.3	4.44E-16	0.7	-0.4	-0.2
957	-0.4	-1.5	-1.5	0.5	0.6	0.2	-0.7	-1.2	0.1	-0.1	0.7	1	-0.6
958	0	-0.9	-0.3	0.1	0.1	-0.1	-0.7	-0.3	-0.4	4.44E-16	1.6	-0.9	-0.3
959	-0.7	-0.8	-0.1	-0.1	0.2	0.3	-1.4	-0.4	0.1	0.1	1	-0.1	-0.6
960	-0.2	-0.6	-0.6	0.4	0.3	0	-1.2	-0.7	-0.2	0.2	0.5	0.6	-0.1
961	-0.2	-1	-0.4	0.2	0.2	0.4	-1.1	-0.6	-0.2	-0.1	0.6	0.3	0
962	-0.2	-1.5	-0.8	0.4	0.7	0.1	-1	-0.9	-0.5	0.2	1.2	0.1	-0.6
963	-0.3	-0.8	-0.4	0.3	0.4	0.2	-1.1	-0.7	-0.1	-0.1	0.7	0.6	0.2
964	0	-0.8	-0.5	0.7	-0.1	0.3	-0.9	-0.6	0	4.44E-16	0.4	-0.4	-4.44E-16
965	-0.3	-0.8	-0.6	0.4	0.4	0.1	-0.8	-0.7	-0.1	-0.1	0.6	0.6	-0.3
966	-0.2	-0.6	-0.5	0.3	0.2	0.3	-0.9	-0.7	0	4.44E-16	0.8	0.2	-0.2
967	-0.1	-0.9	-0.4	0.4	0.5	0.1	-1	-0.6	-0.3	4.44E-16	0.5	0.7	-0.2
968	-0.4	-0.8	-0.7	0.5	0.6	0.1	-0.9	-0.8	-0.4	-0.2	0.7	0.4	-0.6
969	-0.1	-0.7	-0.5	0.1	0.2	0.3	-0.9	-0.7	-0.1	0.1	0.4	0.4	0.5
970	-0.5	-0.8	-0.6	0.8	0.1	0	-1.2	-0.6	0.1	-0.3	0.7	0.3	-0.2
971	-0.1	-1	-0.4	0.1	0.3	0.1	-0.7	-0.8	-0.2	4.44E-16	0.7	0.3	-0.2
972	-0.3	-0.8	-0.8	0.3	0.6	-0.2	-0.8	-0.5	-0.4	-0.1	0.6	0.4	-0.3
973	-0.3	-0.6	-0.3	0.5	0	0.1	-0.6	-0.3	-0.3	-0.2	0.6	0.1	0
974	-0.2	-1.1	-0.6	0.5	0.5	0.2	-1.1	-0.6	-0.3	-0.3	0.6	0.4	-0.4
975	-0.1	-0.7	-0.5	0.4	0.5	-0.1	-0.7	-0.6	-0.2	-0.1	0.5	0.5	0.1
976	-0.2	-1.1	-0.7	0.4	0.3	0.1	-0.8	-0.6	-0.3	-0.2	0.6	0.7	-0.4
977	-0.1	-0.5	-0.5	0.4	0.1	0.2	-0.9	-0.5	-0.3	0.2	0.5	0.1	-0.2
978	-0.2	-0.9	-0.4	0.4	0	0.3	-0.8	-0.4	-0.1	-0.2	0.8	0.4	-0.2
979	-0.1	-1	-0.8	0.4	0.2	0.1	-0.5	-0.5	-0.5	4.44E-16	0.7	0.5	-0.4
980	-0.1	-0.5	-0.5	0.2	0.2	0.8	-1.4	-0.7	-0.3	-0.2	0.5	0.9	-0.2
981	0.2	-0.9	-0.7	0.2	0.1	0.2	-0.6	-0.3	0.1	4.44E-16	0.6	0.2	-0.3
982	-0.1	-0.4	-0.7	0.2	0.4	0.5	-0.6	-0.6	-0.4	-0.2	0.7	-0.1	0.2
983	-0.6	-0.9	-0.6	0.2	0.5	0.4	-1.1	-0.6	-0.3	-0.4	0.8	0.2	-0.3
984	-0.3	-0.7	-0.4	0.2	0.4	-0.1	-0.7	-0.6	-0.3	4.44E-16	0.5	0.2	-0.1
985	-0.1	-0.7	-0.6	0.2	0.1	-0.1	-0.6	-0.7	-0.1	0.2	0.9	1	0.7
986	0.1	-1.3	-0.9	1	0.3	-0.6	-0.6	-0.3	-0.5	-0.2	1.4	0.2	-0.3
987	-4.44E-16	-0.7	-0.4	0.5	0.1	-0.9	-0.7	-0.3	0.3	0.1	0.7	-0.1	-0.1
988	-0.3	-0.9	-1	0.4	0.2	0.1	-1	-0.5	-0.3	0.2	0.6	1	-0.4
989	-0.1	-0.6	-0.4	0.3	0.2	0	-1	-0.5	0	0.1	1	-0.2	-4.44E-16
990	-0.1	-1.3	-0.5	0.6	0.2	0.1	-0.9	-0.6	-0.8	-0.2	0.5	1.3	-0.4
991	-0.5	-1.5	-0.5	0.7	1	0.3	-1.7	-1.1	-0.3	0.1	0.2	0.1	0.3
992	-0.5	-1.6	-0.7	1.5	-0.1	0.7	-1.5	-0.7	-0.5	-0.6	0.5	1.7	-0.7
993	0.5	-2	-1.1	0	0.1	-0.5	-1.1	-0.5	-0.1	0.5	0.5	2.8	-0.9
994	-8.88E-16	-1.2	-1.2	0.6	0.4	-0.6	-1.5	-0.5	-0.3	8.88E-16	0.5	0.3	-0.9
995	0.3	-1.5	-1.2	0.4	0.2	-0.1	-1.2	-0.7	0.3	-0.4	0.4	0.2	-0.8
996	0.4	-1.3	-1.1	0.6	-0.2	-0.1	-1.4	-1	-0.2	0.1	1.6	0.8	-1.1
997	0.1	-1.3	-1.3	0.6	0.1	-0.6	-1	-0.7	-0.3	0.1	0.2	1.3	-0.9
998	-8.88E-16	-2	-2.3	0.2	-0.4	0.3	-1.4	-1.4	-0.2	0.5	1.4	2.2	-1.5
999	0.2	-1.4	-2.1	-0.2	-0.1	-0.4	-1.6	-1.2	-0.6	0.1	0.2	0.5	-1
1000	-0.2	-1.8	-0.5	0.2	0.6	-0.1	-0.7	-0.7	-0.5	0	0.6	0.6	-0.8
1001	0.1	-1.7	-1.7	0.6	0.2	-0.5	-0.7	-0.4	-0.3	-0.1	0.5	0.2	-0.8
1002	0.1	-1.9	-0.7	0.6	0.3	0.2	-0.7	-1	-1	0.4	0.9	1.9	-0.5
1003	0.2	-1.4	-1.2	0.2	0.4	-0.1	-1.6	-0.8	-0.5	0.2	0.3	0.4	-0.6
1004	0.4	-2.8	-1.2	-0.5	0.8	-0.2	-0.9	-1.1	-0.7	0.2	1.5	2.1	-0.9
1005	0.2	-1.8	-1.8	0.3	0.1	-0.4	-1.7	-0.3	-0.6	-0.1	1	3.2	-1.2
1006	0.3	-1.4	-1.7	0.5	0.1	-0.2	-1.2	-0.6	-0.4	8.88E-16	0.8	2.3	-1.1
1007	0.2	-1.5	-1.3	0.4	0	-0.3	-1.1	-0.6	-0.3	0.1	0.4	0.4	-0.7
1008	0.2	-1.6	-1.6	0.2	0.1	-0.1	-1.2	-0.8	-0.4	-0.1	0.5	1.9	-1.5
1009	0.4	-1.2	-1.6	0.7	0	-0.5	-0.8	-0.4	-0.5	0.1	0.5	1.7	-0.8
1010	0.5	-1.7	-1.1	0.5	0.3	0.2	-1.7	-0.9	-0.3	0.2	0.4	0.1	-0.7
1011	-0.3	-1.8	-0.5	0.3	0.5	-0.1	-0.8	-0.6	-0.6	0.1	0.5	0.3	-0.7
1012	0.3	-1.9	-0.9	1	0.1	-0.2	-1.5	-0.4	-0.5	8.88E-16	1	0.9	-1.1
1013	-0.1	-1.5	-1.3	0.1	0.4	-0.3	-1.4	-1	-0.3	0.1	0.7	1.5	-0.9
1014	8.88E-16	-2.7	-1.3	0.5	0.8	-0.1	-1.6	-1.5	-1	0.3	2.2	2.8	-0.8
1015	0.4	-1.5	-1.3	0	0.2	-0.5	-1.3	-0.4	-0.2	0.3	0.6	0.8	-0.7
1016	0.4	-1.7	-0.1	0.9	0.2	0.7	-1.2	-1.7	-1.3	-0.3	0.8	0	-0.9
1017	0.3	-1.4	-1.7	0.4	0.3	-0.1	-1.2	-0.6	-0.4	-0.1	0.7	0.5	-0.9
1018	0.6	-1.7	-2.2	0.9	-0.2	-0.6	-1.6	-0.9	-0.8	0.2	0.3	2.3	-1.1
1019	1.7	-3.5	-0.4	-0.3	0.1	-1.5	-0.5	-0.6	-0.2	-0.1	0.7	2.8	-1
1020	0.2	-1.4	-1.5	0.8	0.1	-0.7	-1.2	-0.4	-0.5	0.1	0.4	1.2	-0.7
1021	0.7	-2.2	-1.9	-0.1	-0.3	-0.4	-1.7	-0.6	0.1	-0.3	1.1	1.7	-1.1
1022	0.2	-1.3	-1	0.4	0.2	-0.5	-1	-0.7	-0.3	0.1	0.4	1.2	-0.9
1023	0.9	-2.5	-2.4	-0.3	8.88E-16	-0.3	-1.7	-0.5	0	0.3	1.1	1.7	-1.3
1024	0.1	-1.8	-1.8	0.1	0.5	-0.3	-1.7	-1.1	-0.7	0.2	1.5	4.6	-0.8
1025	0.2	-1.4	-2	0.5	-0.3	-0.3	-1.2	-0.5	-0.3	8.88E-16	0.5	2.3	-1.3
1026	0.3	-1	-0.9	0.5	0.2	-0.3	-1.3	-0.6	-0.3	0	0.2	0.2	-0.5
1027	0.7	-1.8	-1.9	0.1	8.88E-16	-0.3	-1.4	-1	-0.5	0.1	0.9	1.4	-1
1028	0.1	-1.6	-1.6	0.3	-0.2	-0.2	-1.6	-0.9	-0.7	0.1	0.4	2.2	-0.7
1029	0.3	-1.2	-1.1	0.6	0.1	-0.5	-1.3	-0.4	-0.5	0.1	0.3	0.5	-0.5
1030	0.8	-3.7	0.2	1.5	-0.6	1	-1.6	-2.2	-0.6	0.1	0.6	-0.9	-0.9
1031	-0.1	-2.7	-0.9	0.6	0.8	-0.4	-0.7	-0.8	-0.4	0.3	0.1	1.7	-0.7
1032	0.3	-1.3	-1.3	0.3	-0.1	-0.4	-1.5	-0.5	-0.3	-0.2	0.5	0.6	-0.8
1033	-0.2	-2	-0.7	0.1	0.7	0.1	-1.2	-0.2	-0.7	0.1	1	0.9	-0.9
1034	0.4	-1.4	-1.2	1	0.2	0.4	-2.3	-0.8	-0.6	0.2	0.4	0.5	-0.8
1035	0.6	-2.1	-1.5	0.6	0.1	0.9	-2.4	-0.8	-0.5	-0.4	0.5	1.5	-1
1036	0.2	-1.5	-0.9	-0.1	-0.2	0	-1.1	-0.8	-0.3	0	0.4	1.1	-0.8
1037	0.1	-2.2	-0.8	0	0.6	0.5	-0.4	-1.5	-1.3	0.6	1.2	2.2	-0.9
1038	0	-1.2	-0.7	0.2	0.4	-0.7	-1.1	-0.2	-0.9	8.88E-16	0.1	1.7	-1
1039	0.2	-1.2	-1.2	0.4	0.2	-0.4	-1.1	-0.5	-0.2	-0.1	0.4	0.9	-0.9
1040	2.66E-15	-1.9	-1.9	8.88E-16	0.1	-0.7	-1.9	-1.1	-0.8	0.1	0.2	1.9	-1.3
1041	0.4	-1.4	-1.2	0.4	0.1	-0.6	-1.2	-0.5	-0.3	0	0.4	1.1	-0.8
1042	0.2	-1.4	-1.3	0.5	-0.1	-0.6	-0.6	-0.7	-0.4	0.1	0.4	1.1	-0.7
1043	0	-1.4	-1.3	0.9	0.3	-0.6	-0.7	-0.9	-0.3	0.4	0.4	0.5	-0.9
