	V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13
809	-0.4	-0.1	-0.9	-0.3	0.2	1.5	-1.4	-0.3	1.3	-1.5	0.6	0.9	-0.1
810	-0.1	-0.6	-2.2	-0.9	0.2	-0.5	0.1	-0.4	-0.3	0.2	1.4	1.4	-0.3
811	-0.2	-0.3	-0.9	0	0.3	-0.2	0	0	-0.4	0.1	0.5	1.2	-0.6
812	0	-0.1	-1.2	-0.1	0.2	-0.3	0	0	-0.2	0.1	1	1	-0.3
813	0.1	-0.2	-0.3	-0.2	0.5	-0.3	0	-0.3	-0.1	-0.3	0.2	0.6	-0.3
814	0	-0.4	-0.9	0	0.1	0.2	0.6	1.1	-2.4	0.3	0.5	0.3	-0.4
815	0	-0.4	-0.4	0.2	0.3	-0.1	-0.5	-0.2	-0.1	0.2	0.4	-0.1	-0.1
816	0	-0.3	-1.4	-0.3	0.1	0	0.1	-0.2	-0.3	0.1	0.6	1.4	-0.1
817	-0.1	-0.6	-0.9	0	0.3	-0.1	0.1	-0.2	-0.3	0	0	0.7	-0.1
818	-1	-0.2	-1.6	-0.9	-0.3	0.3	-0.2	-0.2	0.5	0.2	0.8	1.4	-0.5
819	-0.1	-0.2	-1	-0.5	0.3	-0.2	0	-0.2	-0.3	0.1	0.6	0.8	-0.1
820	-0.6	-0.4	-0.3	-0.4	0.2	1.1	-0.4	-0.1	0.4	-1	0.7	0.2	-0.4
821	0.1	-0.4	-1.4	-0.6	0.5	-0.5	0.5	-0.9	0.6	-0.3	1.2	1.1	-0.5
822	-0.2	0.1	-1.1	-0.7	0	-0.2	0.1	-0.2	-0.3	0	0.7	1.1	-0.4
823	0	-0.4	-0.9	-0.4	-0.1	-0.2	0.1	-0.1	-0.3	-0.1	0.6	1	-0.2
824	-0.3	-0.5	-0.5	0.1	0.1	-0.2	0	0	-0.1	0.1	0.2	0.4	-0.7
825	-0.2	-0.1	-0.7	0.6	0.4	-0.4	0.4	-1	-0.3	0.2	0.4	0.1	0
826	0.3	-0.5	-1	-0.3	0.1	-0.2	0.5	-0.9	0.2	0.1	0.9	0.7	-0.2
827	0	-0.1	-1.9	-0.1	-0.1	0.1	0.1	-0.5	0.1	0.1	0.3	1.4	-0.2
828	-0.1	-0.5	-0.7	-0.3	0	-0.1	-0.1	-0.2	-0.3	0.3	1.1	0	-0.3
829	0	-0.2	-0.6	-0.1	0	-0.2	0	-0.1	-0.3	0	0.3	0.2	-0.2
830	-0.2	-0.7	-1	-0.2	0.4	-0.2	0.2	-0.3	-0.4	-0.2	1	1	0.2
831	-0.1	0	-1.1	-0.2	0.4	-0.1	-0.1	-0.3	-0.7	1.3	0.6	0	-0.6
832	-0.2	-0.5	-0.7	0	0.3	-0.2	0.2	-0.2	-0.5	-0.3	0.6	0.7	-0.3
833	0.2	-0.6	-1.1	-0.8	0	-0.2	-0.1	0.1	-0.3	0	1	1	-0.6
834	0.1	-0.1	-0.9	0.1	0	-0.1	0	-0.2	-0.2	-0.1	0.8	0.8	-0.3
835	0.1	-0.5	-1	-0.4	0	-0.2	0.3	-0.2	-0.1	0	0.2	1.1	-0.2
836	-0.1	0	-0.7	-0.5	0	-0.2	0.1	-0.4	-0.2	0.1	1.2	0	-0.3
837	-0.5	-0.3	-1.5	-0.8	0.1	-0.3	0	-0.1	-0.3	0	1	1.2	-0.4
838	-0.3	-0.2	-0.7	-0.3	0.3	-0.1	0.2	-0.2	0.4	-0.5	0.6	-0.1	-0.2
839	-0.3	-0.1	-0.6	0	0.2	-0.2	0.3	-0.1	0	-0.3	0	0.2	-0.4
840	-0.1	-0.1	-0.4	0.2	0.4	0	-0.2	-0.2	-0.3	-0.2	0.2	0.4	-0.2
841	-0.2	-0.6	-2.2	-0.9	0.4	0.3	-0.5	-0.4	-0.2	-0.3	1.6	1.2	0
842	-0.1	-0.1	-1.6	-0.1	0.2	0	-0.2	0.2	-0.7	-0.1	1.2	1	-0.3
843	-0.1	-0.1	-0.7	-0.1	0	-0.2	0.2	-0.2	-0.2	0	0.6	1	-0.3
844	-0.5	-0.4	-0.8	-0.2	0.8	-0.4	0.3	-0.3	-1	0.2	0.3	0.1	0
845	-0.3	-0.1	-0.7	-0.1	0.2	0	0	-0.2	-0.3	0.1	0.3	0.6	-0.2
846	-0.5	-0.2	-0.9	-0.2	-0.2	-0.1	0.1	-0.2	-0.2	-0.1	0.6	0.7	-0.2
847	-0.1	-0.2	-0.8	0	0.2	0	-0.2	0.2	-0.2	-0.3	0.4	1.2	-0.2
848	0.2	-0.3	-0.3	-0.4	0	-0.2	0	0	-0.2	0	0.3	0.7	-0.4
849	-0.4	-0.3	-1.5	-0.9	0.1	-0.1	0.2	-0.5	-0.1	0.1	1.1	0.9	-0.2
850	0.1	-0.1	-1.1	0	0.2	-0.2	-0.1	0	-0.3	0	0.7	0.6	-0.3
851	-0.1	-0.1	-1	-0.2	0.5	-0.2	0	-0.1	-0.2	-0.3	0.4	0.7	-0.1
852	-0.3	0	-1.1	-0.9	0.3	-0.3	0.2	-0.3	-0.2	0.2	1.7	0.8	-0.2
853	-0.1	-0.2	-0.7	0.2	0.3	-0.1	0.1	0	-0.7	0.6	0.7	-0.2	-0.3
854	0.3	0.1	-0.7	-0.3	0.1	-0.5	0.1	-0.1	-0.4	-0.1	0.3	0.8	-0.2
855	-0.9	-0.3	-1.1	-0.3	0.2	-0.1	0	-0.2	-0.2	0.6	0.9	0.4	-0.4
856	-0.5	-0.2	-1.3	0.2	0.1	-0.1	0.3	0	-0.5	0.6	0.2	1	-0.4
857	-0.2	-0.1	-0.9	-0.1	0.1	0	-0.2	-0.1	-0.2	0.2	-0.1	0.4	-0.2
858	0	0.1	-1.1	0	0.3	-0.3	-0.2	-0.2	-0.1	0	0.3	0.8	-0.2
859	-0.3	-0.5	-0.7	0	0.1	0.1	-0.3	-0.3	0.1	-0.1	0.7	0.5	-0.3
860	-0.1	-0.9	-0.5	-0.1	0	-0.1	0	-0.1	0	-0.2	1	0.2	-0.8
861	-0.1	-0.2	-0.8	-0.1	0.2	-0.1	0.2	-0.2	-0.2	-0.2	0.3	0.6	-0.3
862	-0.1	-0.3	-0.6	-0.3	0	0.5	-0.6	-0.2	0.2	-0.5	0.2	0.9	-0.3
863	-0.3	-0.1	-0.7	0	0.4	-0.3	0.2	0.4	-0.2	0.1	-0.3	0.5	-0.2
864	0	-0.1	-0.8	-0.1	0	-0.2	-0.1	0	0	0.1	0.6	0	-0.4
865	-0.2	-0.2	-0.6	-0.2	0.2	-0.1	0.2	-0.2	0.1	-0.2	0.3	0.4	-0.2
866	0.1	0	-0.6	0	0.3	-0.2	0.1	-0.5	-0.5	0.5	1	0	-0.8
867	-0.5	0	-0.9	-0.5	0.5	-0.1	-0.1	-0.3	-0.3	0.1	0.7	0.9	-0.3
868	0.1	0.1	-1.2	-0.2	-0.1	0.1	-0.1	-0.2	-0.3	0.1	0.3	0.9	-0.4
869	-0.2	-0.1	-1.2	-0.5	0.2	-0.2	-0.1	-0.1	-0.4	-0.1	1	0.9	-0.2
870	-0.1	-0.3	-1	0	0.5	0	0.1	-0.3	-0.1	0.6	0	-0.2	-0.6
871	-0.1	-0.3	-0.4	-0.2	0.1	-0.1	-0.1	0	-0.2	0.1	0.4	0.8	-0.3
872	-0.1	-0.1	-0.8	-0.1	0.4	-0.3	-0.1	-0.2	-0.3	0	0.7	0.7	-0.1
873	-0.2	-0.2	-0.5	0.2	0.7	-0.1	-0.2	-0.4	-0.1	-0.4	0.3	0	-0.1
874	-0.1	-0.1	-1.6	-1.1	0.4	-0.5	0.4	-0.6	-0.1	0.2	2	0.3	-0.3
875	0	-0.1	-0.7	0.1	0	0.1	0.1	-0.2	-0.4	-0.1	0.1	0.4	-0.2
876	-0.3	0	-0.9	-0.1	0.1	0	-0.1	-0.4	-0.3	0.4	0.4	1.2	-0.4
877	-0.3	-0.4	-0.9	-0.1	0.2	-0.2	0	0.4	-0.9	0.6	0.1	0.5	-0.4
878	-0.4	-0.2	-0.6	-0.1	0.3	-0.1	0.2	1.2	-1.8	0.1	0.3	0.4	-0.1
879	-0.2	-0.3	-1	0	0.1	-0.1	0	0.1	0	-0.1	0.3	0.6	-0.2
880	-0.2	-0.3	-1.3	-0.3	0.4	-0.2	0.1	-0.3	-0.2	-0.1	0.7	1	-0.3
881	-0.1	0	-1.1	-0.4	0	0	0.1	-0.2	-0.1	0.2	0.1	0.9	-0.1
882	-0.2	-0.2	-0.7	-0.2	0.8	0	-0.3	-0.5	-0.3	0.2	0.5	0.2	-0.3
883	-0.2	-0.5	-0.2	0	-0.1	-0.2	-0.1	0	-0.2	0	0.3	0.6	-0.5
884	-0.4	-0.4	-1.5	-1	0.6	-0.2	-0.1	-0.4	-0.2	0.2	1.4	1.2	-0.6
885	-0.1	-0.1	-0.5	-0.1	0.2	-0.1	0.2	-0.3	-0.1	0.4	0.2	0.3	-0.5
886	0.1	-0.8	-1	-0.7	0	-0.3	0	0	-0.3	0.1	0.4	1.7	-0.6
887	0.2	-0.1	-0.8	-0.3	0.1	-0.3	0	-0.3	-0.2	-0.2	0.6	1	-0.3
888	-0.3	-0.3	-0.6	0.2	0.9	0.4	-0.7	-0.7	-0.7	0.1	0.1	1.4	-0.2
889	0.3	-0.7	-1.2	0.6	0.7	0.1	-0.7	-0.3	-0.5	-0.3	0	1	-0.3
890	-0.1	-0.2	-1	-0.1	0.4	0.8	-1.1	-0.5	-0.6	0	0	1.8	-0.2
891	0.2	-0.3	-0.3	0	0.1	0.3	-0.4	-0.4	-0.3	0.1	0	0.6	0.6
892	0.1	-0.1	-0.6	0.1	0.1	0.2	-0.2	-0.3	-0.2	0.1	0.1	1.2	0.1
893	0.2	-0.4	-0.7	0.1	0.4	-0.1	-0.3	-0.4	-0.3	0.1	0	1.9	-0.3
894	0	-0.1	-1.1	0.2	0	0.4	-0.4	-0.5	0.1	0.2	0	0.8	0.1
895	0	0	-0.8	0	0.5	0.9	-1.2	-0.4	-0.2	-0.2	0.2	0.3	-0.1
896	-0.1	0.1	-0.4	0.4	-0.3	0.1	-0.1	-1.1	-0.2	0.3	0.2	1.3	-0.1
897	0	-0.2	-0.5	0.2	0.2	0.7	-0.5	-0.8	-0.2	-0.4	0.2	0.8	0.6
898	0	-0.1	-0.8	0.2	0.4	0.4	-0.7	-0.5	-0.3	0	-0.1	0.9	-0.1
899	0	0.2	-0.8	0.3	-0.2	0.4	-0.2	-0.5	-0.1	0.1	-0.1	0.4	0.2
900	0.1	0.4	-0.5	0	-0.2	0.4	0.2	-0.7	0.2	-0.3	-0.1	0.2	0
901	-0.1	-0.1	-0.6	-0.1	0.5	0.2	-0.7	-0.4	-0.2	0	0.1	1.9	-0.3
902	0.1	0	-0.7	0.2	0.3	0.2	-0.4	-0.3	0	0	0.7	0.8	-0.2
903	-0.4	-0.5	-0.6	1.4	0.8	0.2	-0.6	-1	-0.2	0.2	-0.1	1.7	-0.9
904	-0.2	0.2	-0.6	0.3	-0.1	0.4	0	-0.3	-0.4	0.1	0	0.2	0.1
905	-0.1	0.1	-0.8	0.2	0.4	0.3	-0.5	-0.5	-0.3	0.7	0	0.3	-0.1
906	0	-0.2	-0.7	0.4	0.3	0.3	-0.3	-0.5	-0.4	0	-0.1	1.4	-0.2
907	-0.1	0.5	-0.8	0	0.3	0.1	-0.1	-0.5	-0.2	0.4	-0.1	1.1	-0.3
908	-0.2	-0.3	-1	0.1	0.6	-0.2	-0.6	-0.2	-0.4	0	0	2.5	-0.3
909	-0.1	-0.7	-1.1	-0.2	1.3	-0.3	0	-0.5	-0.6	-0.1	-0.4	1.5	0.1
910	-0.3	0	-0.9	0.3	0.6	0.1	-0.2	-0.7	-0.4	0	-0.1	0.7	-0.2
911	0.2	0	-0.8	0.1	-0.1	2.5	-2	-0.6	-0.1	0.1	-0.1	1.2	-0.1
912	0.2	-0.9	-1	0.2	0.3	1	-0.3	-0.8	-0.1	0.2	-0.5	1.4	0.3
913	0.1	0.1	-0.6	0.2	0.1	0.3	-0.2	-0.3	-0.2	0.1	-0.2	1	0.2
914	0	0	-0.7	0.2	-0.3	0.3	-0.2	-0.3	-0.1	0.2	-0.1	0.4	0.1
915	0	0.3	-0.8	0.2	0.2	0.2	-0.4	-0.3	-0.2	0	-0.1	0.5	0
916	0	0	-0.6	0.2	0.3	0.3	-0.2	-0.3	-0.3	0	-0.2	0.7	0
917	0.1	-0.7	-1	0.3	1.7	-0.4	-0.8	-0.6	-0.6	-0.2	0.1	1.3	-0.4
918	-0.5	-0.2	-1	0.2	0.3	0	-0.1	-0.5	-0.4	0	-0.5	2.7	-0.6
919	0.3	0	-0.8	0.2	-0.2	0.2	0	-0.4	-0.1	0.1	-0.2	0.7	0
920	-0.1	0.1	-0.4	-0.2	-0.2	0.2	-0.4	-0.4	0	0.6	-0.1	0.8	0.6
921	0.1	0.3	-0.8	0.2	0.1	0.3	-0.3	-0.3	-0.1	0.4	-0.4	0.8	-0.1
922	0.3	0.1	-0.5	0.3	0	0.3	-0.2	-0.5	-0.2	0.1	-0.1	0.2	0.2
923	0.2	0.2	-0.3	-0.1	-0.1	0.5	-0.1	-0.5	0.2	-0.2	0.5	-0.1	0.1
924	0	0	-1.3	0.1	0.2	1	-0.1	-1	-0.2	0.2	0.2	0.8	-0.2
925	0	0.2	-0.6	0.2	-0.2	0.5	0.1	-0.6	0	0	-0.3	-0.4	0.2
926	0.1	0.3	-0.5	0.3	-0.2	0.4	-0.2	-0.5	-0.2	0.2	0	0.6	0.5
927	0	0	-0.6	0.3	0.1	0.6	-0.3	-0.3	0.4	-0.2	-0.4	0.4	-0.7
928	-0.1	0.3	-0.5	0.1	0.3	0.3	-0.1	-0.4	-0.4	0.1	-0.1	0.3	0
929	-0.2	0.1	-0.7	0.2	0	0.5	-0.6	-0.6	-0.2	0.3	0.1	0.1	0.5
930	0.5	-0.9	-1.4	0.8	0.6	0.3	-0.8	-1	-0.1	0.3	0.4	0.2	-0.1
931	0.4	-0.8	-1.5	0.4	0.3	0.2	-0.4	-0.7	0	0.1	0.2	0.8	-0.2
932	0.1	0.5	-1	0.1	-0.2	0.5	-0.1	-0.3	0.5	0.2	1.9	0	-0.6
933	0.1	-0.2	-0.6	0.3	0.4	0	-0.3	-0.3	-0.4	-0.1	-0.2	0.5	-0.1
934	0.1	0.2	-0.7	0.2	0	0.3	-0.1	-0.4	-0.2	-0.1	0	0.4	0.2
935	0.1	-0.3	-0.7	0.3	0	0.3	-0.3	-0.5	-0.3	0.1	0.1	1.3	0.3
936	0.3	0.1	-0.5	0.1	-0.1	0.8	-0.6	-0.4	-0.5	0.6	-0.1	0.8	-0.1
937	-0.2	0.4	-1.3	0	0.3	0.1	-0.4	-0.4	-0.5	-0.2	0.2	0.8	0
938	0.2	0.2	-0.4	-0.1	-0.4	0.5	-0.2	0.1	-0.4	0.2	0.1	0.8	0
939	0.2	-0.8	-1.2	0.1	0.2	0.1	-0.3	-0.3	-0.3	0.1	-0.2	1	-0.2
940	-1	-0.1	-0.7	0.2	0.2	0.6	-0.7	-0.7	-0.1	0	0.3	0.2	-0.2
941	0.3	-2.2	-1	0.6	0.8	-0.1	-0.5	-0.9	-0.2	0	0.8	1.5	-0.6
942	-0.1	0.3	-0.7	0.1	-0.2	0.9	-0.1	-0.7	-0.1	0	0.1	-0.1	0.5
943	-0.2	-0.2	-1	0.2	0.5	0.2	-0.6	-0.5	-0.4	0	0.1	1	-0.1
944	0	0	-0.6	0.2	0.5	-0.1	-0.2	-0.4	-0.1	0	-0.2	0.7	-0.4
945	0.1	-0.1	-0.6	0.1	0.4	0.4	-0.5	-0.4	0	0.1	-0.2	0.7	-0.6
946	0.1	-0.2	-0.8	0.2	0	0.3	-0.4	-0.4	-0.1	0.2	0	0.6	-0.1
947	-0.1	0.2	-0.7	0.2	0	0.2	-0.4	-0.2	-0.2	0.1	0	0.7	0
948	0.5	-1.2	-1.3	0.5	0.6	-0.4	-0.2	-0.5	-0.3	0	0.3	1	-0.3
949	0.4	0	-0.5	0.7	0	0.3	-0.3	-0.5	0.1	0.3	1.6	-1.7	-0.1
950	0	0	-0.6	0.2	0.4	0.2	-0.6	-0.4	-0.2	-0.3	-0.1	1	0.3
951	-0.2	-0.5	-0.8	-0.1	0	0.5	-0.2	-1	-0.1	0.5	0.1	0.5	0
952	0.2	0.4	-0.8	0.7	0	0.1	-0.1	-0.4	-0.2	0.1	-0.1	0.1	0.3
953	0.1	0	-0.8	0.3	0.1	0	-0.2	-0.3	-0.1	0.1	-0.2	0.5	0
954	-0.3	-0.1	-1	0.3	0.5	0.2	0	-0.7	-0.6	-0.1	0	2.1	-0.3
955	0.2	0.4	-1	0.5	-0.2	0.3	-0.1	-0.3	0	0.1	-0.2	0.9	0.3
956	0.1	0.2	-0.7	0.2	0	0.5	-0.2	-0.5	-0.3	0.1	0	-0.1	0
957	-0.2	-0.6	-1.7	0.3	0.4	0.4	-0.1	-1	0.1	0	0	1.3	-0.4
958	0.2	0	-0.5	-0.1	-0.1	0.1	-0.1	-0.1	-0.4	0.1	0.9	-0.6	-0.1
959	-0.5	0.1	-0.3	-0.3	0	0.5	-0.8	-0.2	0.1	0.2	0.3	0.2	-0.4
960	0	0.3	-0.8	0.2	0.1	0.2	-0.6	-0.5	-0.2	0.3	-0.2	0.9	0.1
961	0	-0.1	-0.6	0	0	0.6	-0.5	-0.4	-0.2	0	-0.1	0.6	0.2
962	0	-0.6	-1	0.2	0.5	0.3	-0.4	-0.7	-0.5	0.3	0.5	0.4	-0.4
963	-0.1	0.1	-0.6	0.1	0.2	0.4	-0.5	-0.5	-0.1	0	0	0.9	0.4
964	0.2	0.1	-0.7	0.5	-0.3	0.5	-0.3	-0.4	0	0.1	-0.3	-0.1	0.2
965	-0.1	0.1	-0.8	0.2	0.2	0.3	-0.2	-0.5	-0.1	0	-0.1	0.9	-0.1
966	0	0.3	-0.7	0.1	0	0.5	-0.3	-0.5	0	0.1	0.1	0.5	0
967	0.1	0	-0.6	0.2	0.3	0.3	-0.4	-0.4	-0.3	0.1	-0.2	1	0
968	-0.2	0.1	-0.9	0.3	0.4	0.3	-0.3	-0.6	-0.4	-0.1	0	0.7	-0.4
969	0.1	0.2	-0.7	-0.1	0	0.5	-0.3	-0.5	-0.1	0.2	-0.3	0.7	0.7
970	-0.3	0.1	-0.8	0.6	-0.1	0.2	-0.6	-0.4	0.1	-0.2	0	0.6	0
971	0.1	-0.1	-0.6	-0.1	0.1	0.3	-0.1	-0.6	-0.2	0.1	0	0.6	0
972	-0.1	0.1	-1	0.1	0.4	0	-0.2	-0.3	-0.4	0	-0.1	0.7	-0.1
973	-0.1	0.3	-0.5	0.3	-0.2	0.3	0	-0.1	-0.3	-0.1	-0.1	0.4	0.2
974	0	-0.2	-0.8	0.3	0.3	0.4	-0.5	-0.4	-0.3	-0.2	-0.1	0.7	-0.2
975	0.1	0.2	-0.7	0.2	0.3	0.1	-0.1	-0.4	-0.2	0	-0.2	0.8	0.3
976	0	-0.2	-0.9	0.2	0.1	0.3	-0.2	-0.4	-0.3	-0.1	-0.1	1	-0.2
977	0.1	0.4	-0.7	0.2	-0.1	0.4	-0.3	-0.3	-0.3	0.3	-0.2	0.4	0
978	0	0	-0.6	0.2	-0.2	0.5	-0.2	-0.2	-0.1	-0.1	0.1	0.7	0
979	0.1	-0.1	-1	0.2	0	0.3	0.1	-0.3	-0.5	0.1	0	0.8	-0.2
980	0.1	0.4	-0.7	0	0	1	-0.8	-0.5	-0.3	-0.1	-0.2	1.2	0
981	0.4	0	-0.9	0	-0.1	0.4	0	-0.1	0.1	0.1	-0.1	0.5	-0.1
982	0.1	0.5	-0.9	0	0.2	0.7	0	-0.4	-0.4	-0.1	0	0.2	0.4
983	-0.4	0	-0.8	0	0.3	0.6	-0.5	-0.4	-0.3	-0.3	0.1	0.5	-0.1
984	-0.1	0.2	-0.6	0	0.2	0.1	-0.1	-0.4	-0.3	0.1	-0.2	0.5	0.1
985	0.1	0.2	-0.8	0	-0.1	0.1	0	-0.5	-0.1	0.3	0.2	1.3	0.9
986	0.3	-0.4	-1.1	0.8	0.1	-0.4	0	-0.1	-0.5	-0.1	0.7	0.5	-0.1
987	0.2	0.2	-0.6	0.3	-0.1	-0.7	-0.1	-0.1	0.3	0.2	0	0.2	0.1
988	-0.1	0	-1.2	0.2	0	0.3	-0.4	-0.3	-0.3	0.3	-0.1	1.3	-0.2
989	0.1	0.3	-0.6	0.1	0	0.2	-0.4	-0.3	0	0.2	0.3	0.1	0.2
990	0.1	-0.4	-0.7	0.4	0	0.3	-0.3	-0.4	-0.8	-0.1	-0.2	1.6	-0.2
991	-0.3	-0.6	-0.7	0.5	0.8	0.5	-1.1	-0.9	-0.3	0.2	-0.5	0.4	0.5
992	-0.3	-0.7	-0.9	1.3	-0.3	0.9	-0.9	-0.5	-0.5	-0.5	-0.2	2	-0.5
993	0.7	-1.1	-1.3	-0.2	-0.1	-0.3	-0.5	-0.3	-0.1	0.6	-0.2	3.1	-0.7
994	0.2	-0.3	-1.4	0.4	0.2	-0.4	-0.9	-0.3	-0.3	0.1	-0.2	0.6	-0.7
995	0.5	-0.6	-1.4	0.2	0	0.1	-0.6	-0.5	0.3	-0.3	-0.3	0.5	-0.6
996	0.6	-0.4	-1.3	0.4	-0.4	0.1	-0.8	-0.8	-0.2	0.2	0.9	1.1	-0.9
997	0.3	-0.4	-1.5	0.4	-0.1	-0.4	-0.4	-0.5	-0.3	0.2	-0.5	1.6	-0.7
998	0.2	-1.1	-2.5	0	-0.6	0.5	-0.8	-1.2	-0.2	0.6	0.7	2.5	-1.3
999	0.4	-0.5	-2.3	-0.4	-0.3	-0.2	-1	-1	-0.6	0.2	-0.5	0.8	-0.8
1000	0	-0.9	-0.7	0	0.4	0.1	-0.1	-0.5	-0.5	0.1	-0.1	0.9	-0.6
1001	0.3	-0.8	-1.9	0.4	0	-0.3	-0.1	-0.2	-0.3	0	-0.2	0.5	-0.6
1002	0.3	-1	-0.9	0.4	0.1	0.4	-0.1	-0.8	-1	0.5	0.2	2.2	-0.3
1003	0.4	-0.5	-1.4	0	0.2	0.1	-1	-0.6	-0.5	0.3	-0.4	0.7	-0.4
1004	0.6	-1.9	-1.4	-0.7	0.6	0	-0.3	-0.9	-0.7	0.3	0.8	2.4	-0.7
1005	0.4	-0.9	-2	0.1	-0.1	-0.2	-1.1	-0.1	-0.6	0	0.3	3.5	-1
1006	0.5	-0.5	-1.9	0.3	-0.1	0	-0.6	-0.4	-0.4	0.1	0.1	2.6	-0.9
1007	0.4	-0.6	-1.5	0.2	-0.2	-0.1	-0.5	-0.4	-0.3	0.2	-0.3	0.7	-0.5
1008	0.4	-0.7	-1.8	0	-0.1	0.1	-0.6	-0.6	-0.4	0	-0.2	2.2	-1.3
1009	0.6	-0.3	-1.8	0.5	-0.2	-0.3	-0.2	-0.2	-0.5	0.2	-0.2	2	-0.6
1010	0.7	-0.8	-1.3	0.3	0.1	0.4	-1.1	-0.7	-0.3	0.3	-0.3	0.4	-0.5
1011	-0.1	-0.9	-0.7	0.1	0.3	0.1	-0.2	-0.4	-0.6	0.2	-0.2	0.6	-0.5
1012	0.5	-1	-1.1	0.8	-0.1	0	-0.9	-0.2	-0.5	0.1	0.3	1.2	-0.9
1013	0.1	-0.6	-1.5	-0.1	0.2	-0.1	-0.8	-0.8	-0.3	0.2	0	1.8	-0.7
1014	0.2	-1.8	-1.5	0.3	0.6	0.1	-1	-1.3	-1	0.4	1.5	3.1	-0.6
1015	0.6	-0.6	-1.5	-0.2	0	-0.3	-0.7	-0.2	-0.2	0.4	-0.1	1.1	-0.5
1016	0.6	-0.8	-0.3	0.7	0	0.9	-0.6	-1.5	-1.3	-0.2	0.1	0.3	-0.7
1017	0.5	-0.5	-1.9	0.2	0.1	0.1	-0.6	-0.4	-0.4	0	0	0.8	-0.7
1018	0.8	-0.8	-2.4	0.7	-0.4	-0.4	-1	-0.7	-0.8	0.3	-0.4	2.6	-0.9
1019	1.9	-2.6	-0.6	-0.5	-0.1	-1.3	0.1	-0.4	-0.2	0	0	3.1	-0.8
1020	0.4	-0.5	-1.7	0.6	-0.1	-0.5	-0.6	-0.2	-0.5	0.2	-0.3	1.5	-0.5
1021	0.9	-1.3	-2.1	-0.3	-0.5	-0.2	-1.1	-0.4	0.1	-0.2	0.4	2	-0.9
1022	0.4	-0.4	-1.2	0.2	0	-0.3	-0.4	-0.5	-0.3	0.2	-0.3	1.5	-0.7
1023	1.1	-1.6	-2.6	-0.5	-0.2	-0.1	-1.1	-0.3	0	0.4	0.4	2	-1.1
1024	0.3	-0.9	-2	-0.1	0.3	-0.1	-1.1	-0.9	-0.7	0.3	0.8	4.9	-0.6
1025	0.4	-0.5	-2.2	0.3	-0.5	-0.1	-0.6	-0.3	-0.3	0.1	-0.2	2.6	-1.1
1026	0.5	-0.1	-1.1	0.3	0	-0.1	-0.7	-0.4	-0.3	0.1	-0.5	0.5	-0.3
1027	0.9	-0.9	-2.1	-0.1	-0.2	-0.1	-0.8	-0.8	-0.5	0.2	0.2	1.7	-0.8
1028	0.3	-0.7	-1.8	0.1	-0.4	0	-1	-0.7	-0.7	0.2	-0.3	2.5	-0.5
1029	0.5	-0.3	-1.3	0.4	-0.1	-0.3	-0.7	-0.2	-0.5	0.2	-0.4	0.8	-0.3
1030	1	-2.8	0	1.3	-0.8	1.2	-1	-2	-0.6	0.2	-0.1	-0.6	-0.7
1031	0.1	-1.8	-1.1	0.4	0.6	-0.2	-0.1	-0.6	-0.4	0.4	-0.6	2	-0.5
1032	0.5	-0.4	-1.5	0.1	-0.3	-0.2	-0.9	-0.3	-0.3	-0.1	-0.2	0.9	-0.6
1033	0	-1.1	-0.9	-0.1	0.5	0.3	-0.6	0	-0.7	0.2	0.3	1.2	-0.7
1034	0.6	-0.5	-1.4	0.8	0	0.6	-1.7	-0.6	-0.6	0.3	-0.3	0.8	-0.6
1035	0.8	-1.2	-1.7	0.4	-0.1	1.1	-1.8	-0.6	-0.5	-0.3	-0.2	1.8	-0.8
1036	0.4	-0.6	-1.1	-0.3	-0.4	0.2	-0.5	-0.6	-0.3	0.1	-0.3	1.4	-0.6
1037	0.3	-1.3	-1	-0.2	0.4	0.7	0.2	-1.3	-1.3	0.7	0.5	2.5	-0.7
1038	0.2	-0.3	-0.9	0	0.2	-0.5	-0.5	0	-0.9	0.1	-0.6	2	-0.8
1039	0.4	-0.3	-1.4	0.2	0	-0.2	-0.5	-0.3	-0.2	0	-0.3	1.2	-0.7
1040	0.2	-1	-2.1	-0.2	-0.1	-0.5	-1.3	-0.9	-0.8	0.2	-0.5	2.2	-1.1
1041	0.6	-0.5	-1.4	0.2	-0.1	-0.4	-0.6	-0.3	-0.3	0.1	-0.3	1.4	-0.6
1042	0.4	-0.5	-1.5	0.3	-0.3	-0.4	0	-0.5	-0.4	0.2	-0.3	1.4	-0.5
1043	0.2	-0.5	-1.5	0.7	0.1	-0.4	-0.1	-0.7	-0.3	0.5	-0.3	0.8	-0.7
1044	0.5	-0.7	-1.5	0.3	0.4	0	-0.7	-0.2	-0.6	0.2	0	0.6	-0.6
1045	0.7	-0.6	-1.6	0.6	-0.5	0.7	-1.3	-0.7	-0.5	0.3	0.4	0.3	-0.6
1046	0.5	0	-1.2	0.3	-0.1	-0.6	-0.7	-0.5	-0.2	0.1	-0.3	1.5	-0.2
1047	1.3	-1	-2.2	0.2	-1	-2.1	-1.5	0.7	-1	0	0.1	-1	-1
1048	0.3	-0.2	-1.3	0.4	0	-0.2	-0.4	-0.6	-0.4	0.1	-0.4	0.7	-0.5
1049	0.5	-0.5	-1.1	0.2	0.1	-0.3	-0.8	-0.3	-0.3	-0.1	-0.4	0.9	-0.4
